country_id	year	sitc_eci	hs_eci	growth_proj	sitc_eci_rank	hs_eci_rank
704	1980		0			72
705	1980		0			72
710	1980		0			72
716	1980		0			72
724	1980		0			72
729	1980		0			72
748	1980		0			72
752	1980		0			72
756	1980		0			72
762	1980		0			72
764	1980		0			72
768	1980		0			72
780	1980		0			72
784	1980		0			72
788	1980		0			72
792	1980		0			72
795	1980		0			72
800	1980		0			72
804	1980		0			72
807	1980		0			72
818	1980		0			72
826	1980		0			72
834	1980		0			72
840	1980		0			72
854	1980		0			72
858	1980		0			72
860	1980		0			72
862	1980		0			72
887	1980		0			72
894	1980		0			72
4	1981		0			72
8	1981		0			72
12	1981		0			72
24	1981		0			72
31	1981		0			72
32	1981		0			72
36	1981		0			72
40	1981		0			72
48	1981		0			72
50	1981		0			72
51	1981		0			72
56	1981		0			72
68	1981		0			72
70	1981		0			72
72	1981		0			72
76	1981		0			72
100	1981		0			72
104	1981		0			72
112	1981		0			72
116	1981		0			72
120	1981		0			72
124	1981		0			72
144	1981		0			72
148	1981		0			72
152	1981		0			72
156	1981		0			72
170	1981		0			72
178	1981		0			72
180	1981		0			72
188	1981		0			72
191	1981		0			72
192	1981		0			72
196	1981		0			72
203	1981		0			72
204	1981		0			72
208	1981		0			72
214	1981		0			72
218	1981		0			72
222	1981		0			72
226	1981		0			72
231	1981		0			72
233	1981		0			72
246	1981		0			72
250	1981		0			72
266	1981		0			72
268	1981		0			72
276	1981		0			72
288	1981		0			72
300	1981		0			72
320	1981		0			72
324	1981		0			72
332	1981		0			72
340	1981		0			72
344	1981		0			72
348	1981		0			72
356	1981		0			72
360	1981		0			72
364	1981		0			72
368	1981		0			72
372	1981		0			72
376	1981		0			72
380	1981		0			72
384	1981		0			72
388	1981		0			72
392	1981		0			72
398	1981		0			72
400	1981		0			72
404	1981		0			72
410	1981		0			72
414	1981		0			72
417	1981		0			72
418	1981		0			72
422	1981		0			72
428	1981		0			72
430	1981		0			72
434	1981		0			72
440	1981		0			72
450	1981		0			72
454	1981		0			72
458	1981		0			72
466	1981		0			72
478	1981		0			72
480	1981		0			72
484	1981		0			72
496	1981		0			72
498	1981		0			72
504	1981		0			72
508	1981		0			72
512	1981		0			72
516	1981		0			72
524	1981		0			72
528	1981		0			72
554	1981		0			72
558	1981		0			72
562	1981		0			72
566	1981		0			72
578	1981		0			72
586	1981		0			72
591	1981		0			72
598	1981		0			72
600	1981		0			72
604	1981		0			72
608	1981		0			72
616	1981		0			72
620	1981		0			72
634	1981		0			72
642	1981		0			72
643	1981		0			72
646	1981		0			72
682	1981		0			72
686	1981		0			72
688	1981		0			72
702	1981		0			72
703	1981		0			72
704	1981		0			72
705	1981		0			72
710	1981		0			72
716	1981		0			72
724	1981		0			72
729	1981		0			72
748	1981		0			72
752	1981		0			72
756	1981		0			72
762	1981		0			72
764	1981		0			72
768	1981		0			72
780	1981		0			72
784	1981		0			72
788	1981		0			72
792	1981		0			72
795	1981		0			72
800	1981		0			72
804	1981		0			72
807	1981		0			72
818	1981		0			72
826	1981		0			72
834	1981		0			72
840	1981		0			72
854	1981		0			72
858	1981		0			72
860	1981		0			72
862	1981		0			72
887	1981		0			72
894	1981		0			72
4	1982		0			72
8	1982		0			72
12	1982		0			72
24	1982		0			72
31	1982		0			72
32	1982		0			72
36	1982		0			72
40	1982		0			72
48	1982		0			72
50	1982		0			72
51	1982		0			72
56	1982		0			72
68	1982		0			72
70	1982		0			72
72	1982		0			72
76	1982		0			72
100	1982		0			72
104	1982		0			72
112	1982		0			72
116	1982		0			72
120	1982		0			72
124	1982		0			72
144	1982		0			72
148	1982		0			72
152	1982		0			72
156	1982		0			72
170	1982		0			72
178	1982		0			72
180	1982		0			72
188	1982		0			72
191	1982		0			72
192	1982		0			72
196	1982		0			72
203	1982		0			72
204	1982		0			72
208	1982		0			72
214	1982		0			72
218	1982		0			72
222	1982		0			72
226	1982		0			72
231	1982		0			72
233	1982		0			72
246	1982		0			72
250	1982		0			72
266	1982		0			72
268	1982		0			72
276	1982		0			72
288	1982		0			72
300	1982		0			72
320	1982		0			72
324	1982		0			72
332	1982		0			72
340	1982		0			72
344	1982		0			72
348	1982		0			72
356	1982		0			72
360	1982		0			72
364	1982		0			72
368	1982		0			72
372	1982		0			72
376	1982		0			72
380	1982		0			72
384	1982		0			72
388	1982		0			72
392	1982		0			72
398	1982		0			72
400	1982		0			72
404	1982		0			72
410	1982		0			72
414	1982		0			72
417	1982		0			72
418	1982		0			72
422	1982		0			72
428	1982		0			72
430	1982		0			72
434	1982		0			72
440	1982		0			72
450	1982		0			72
454	1982		0			72
458	1982		0			72
466	1982		0			72
478	1982		0			72
480	1982		0			72
484	1982		0			72
496	1982		0			72
498	1982		0			72
504	1982		0			72
508	1982		0			72
512	1982		0			72
516	1982		0			72
524	1982		0			72
528	1982		0			72
554	1982		0			72
558	1982		0			72
562	1982		0			72
566	1982		0			72
578	1982		0			72
586	1982		0			72
591	1982		0			72
598	1982		0			72
600	1982		0			72
604	1982		0			72
608	1982		0			72
616	1982		0			72
620	1982		0			72
634	1982		0			72
642	1982		0			72
643	1982		0			72
646	1982		0			72
682	1982		0			72
686	1982		0			72
688	1982		0			72
702	1982		0			72
703	1982		0			72
704	1982		0			72
705	1982		0			72
710	1982		0			72
716	1982		0			72
724	1982		0			72
729	1982		0			72
748	1982		0			72
752	1982		0			72
756	1982		0			72
762	1982		0			72
764	1982		0			72
768	1982		0			72
780	1982		0			72
784	1982		0			72
788	1982		0			72
792	1982		0			72
795	1982		0			72
800	1982		0			72
804	1982		0			72
807	1982		0			72
818	1982		0			72
826	1982		0			72
834	1982		0			72
840	1982		0			72
854	1982		0			72
858	1982		0			72
860	1982		0			72
862	1982		0			72
887	1982		0			72
894	1982		0			72
4	1983		0			72
8	1983		0			72
12	1983		0			72
24	1983		0			72
31	1983		0			72
32	1983		0			72
36	1983		0			72
40	1983		0			72
48	1983		0			72
50	1983		0			72
51	1983		0			72
56	1983		0			72
68	1983		0			72
70	1983		0			72
72	1983		0			72
76	1983		0			72
100	1983		0			72
104	1983		0			72
112	1983		0			72
116	1983		0			72
120	1983		0			72
124	1983		0			72
144	1983		0			72
148	1983		0			72
152	1983		0			72
156	1983		0			72
170	1983		0			72
178	1983		0			72
180	1983		0			72
188	1983		0			72
191	1983		0			72
192	1983		0			72
196	1983		0			72
203	1983		0			72
204	1983		0			72
208	1983		0			72
214	1983		0			72
218	1983		0			72
222	1983		0			72
226	1983		0			72
231	1983		0			72
233	1983		0			72
246	1983		0			72
250	1983		0			72
266	1983		0			72
268	1983		0			72
276	1983		0			72
288	1983		0			72
300	1983		0			72
320	1983		0			72
324	1983		0			72
332	1983		0			72
340	1983		0			72
344	1983		0			72
348	1983		0			72
356	1983		0			72
360	1983		0			72
364	1983		0			72
368	1983		0			72
372	1983		0			72
376	1983		0			72
380	1983		0			72
384	1983		0			72
388	1983		0			72
392	1983		0			72
398	1983		0			72
400	1983		0			72
404	1983		0			72
410	1983		0			72
414	1983		0			72
417	1983		0			72
418	1983		0			72
422	1983		0			72
428	1983		0			72
430	1983		0			72
434	1983		0			72
440	1983		0			72
450	1983		0			72
454	1983		0			72
458	1983		0			72
466	1983		0			72
478	1983		0			72
480	1983		0			72
484	1983		0			72
496	1983		0			72
498	1983		0			72
504	1983		0			72
508	1983		0			72
512	1983		0			72
516	1983		0			72
524	1983		0			72
528	1983		0			72
554	1983		0			72
558	1983		0			72
562	1983		0			72
566	1983		0			72
578	1983		0			72
586	1983		0			72
591	1983		0			72
598	1983		0			72
600	1983		0			72
604	1983		0			72
608	1983		0			72
616	1983		0			72
620	1983		0			72
634	1983		0			72
642	1983		0			72
643	1983		0			72
646	1983		0			72
682	1983		0			72
686	1983		0			72
688	1983		0			72
702	1983		0			72
703	1983		0			72
704	1983		0			72
705	1983		0			72
710	1983		0			72
716	1983		0			72
724	1983		0			72
729	1983		0			72
748	1983		0			72
752	1983		0			72
756	1983		0			72
762	1983		0			72
764	1983		0			72
768	1983		0			72
780	1983		0			72
784	1983		0			72
788	1983		0			72
792	1983		0			72
795	1983		0			72
800	1983		0			72
804	1983		0			72
807	1983		0			72
818	1983		0			72
826	1983		0			72
834	1983		0			72
840	1983		0			72
854	1983		0			72
858	1983		0			72
860	1983		0			72
862	1983		0			72
887	1983		0			72
894	1983		0			72
4	1984		0			72
8	1984		0			72
12	1984		0			72
24	1984		0			72
31	1984		0			72
32	1984		0			72
36	1984		0			72
40	1984		0			72
48	1984		0			72
50	1984		0			72
51	1984		0			72
56	1984		0			72
68	1984		0			72
70	1984		0			72
72	1984		0			72
76	1984		0			72
100	1984		0			72
104	1984		0			72
112	1984		0			72
116	1984		0			72
120	1984		0			72
124	1984		0			72
144	1984		0			72
148	1984		0			72
152	1984		0			72
156	1984		0			72
170	1984		0			72
178	1984		0			72
180	1984		0			72
188	1984		0			72
191	1984		0			72
192	1984		0			72
196	1984		0			72
203	1984		0			72
204	1984		0			72
208	1984		0			72
214	1984		0			72
218	1984		0			72
222	1984		0			72
226	1984		0			72
231	1984		0			72
233	1984		0			72
246	1984		0			72
250	1984		0			72
266	1984		0			72
268	1984		0			72
276	1984		0			72
288	1984		0			72
300	1984		0			72
320	1984		0			72
324	1984		0			72
332	1984		0			72
340	1984		0			72
344	1984		0			72
348	1984		0			72
356	1984		0			72
360	1984		0			72
364	1984		0			72
368	1984		0			72
372	1984		0			72
376	1984		0			72
380	1984		0			72
384	1984		0			72
388	1984		0			72
392	1984		0			72
398	1984		0			72
400	1984		0			72
404	1984		0			72
410	1984		0			72
414	1984		0			72
417	1984		0			72
418	1984		0			72
422	1984		0			72
428	1984		0			72
430	1984		0			72
434	1984		0			72
440	1984		0			72
450	1984		0			72
454	1984		0			72
458	1984		0			72
466	1984		0			72
478	1984		0			72
480	1984		0			72
484	1984		0			72
496	1984		0			72
498	1984		0			72
504	1984		0			72
508	1984		0			72
512	1984		0			72
516	1984		0			72
524	1984		0			72
528	1984		0			72
554	1984		0			72
558	1984		0			72
562	1984		0			72
566	1984		0			72
578	1984		0			72
586	1984		0			72
591	1984		0			72
598	1984		0			72
600	1984		0			72
604	1984		0			72
608	1984		0			72
616	1984		0			72
620	1984		0			72
634	1984		0			72
642	1984		0			72
643	1984		0			72
646	1984		0			72
682	1984		0			72
686	1984		0			72
688	1984		0			72
702	1984		0			72
703	1984		0			72
704	1984		0			72
705	1984		0			72
710	1984		0			72
716	1984		0			72
724	1984		0			72
729	1984		0			72
748	1984		0			72
752	1984		0			72
756	1984		0			72
762	1984		0			72
764	1984		0			72
768	1984		0			72
780	1984		0			72
784	1984		0			72
788	1984		0			72
792	1984		0			72
795	1984		0			72
800	1984		0			72
804	1984		0			72
807	1984		0			72
818	1984		0			72
826	1984		0			72
834	1984		0			72
840	1984		0			72
854	1984		0			72
858	1984		0			72
860	1984		0			72
862	1984		0			72
887	1984		0			72
894	1984		0			72
4	1985		0			72
8	1985		0			72
12	1985		0			72
24	1985		0			72
31	1985		0			72
32	1985		0			72
36	1985		0			72
40	1985		0			72
48	1985		0			72
50	1985		0			72
51	1985		0			72
56	1985		0			72
68	1985		0			72
70	1985		0			72
72	1985		0			72
76	1985		0			72
100	1985		0			72
104	1985		0			72
112	1985		0			72
116	1985		0			72
120	1985		0			72
124	1985		0			72
144	1985		0			72
148	1985		0			72
152	1985		0			72
156	1985		0			72
170	1985		0			72
178	1985		0			72
180	1985		0			72
188	1985		0			72
191	1985		0			72
192	1985		0			72
196	1985		0			72
203	1985		0			72
204	1985		0			72
208	1985		0			72
214	1985		0			72
218	1985		0			72
222	1985		0			72
226	1985		0			72
231	1985		0			72
233	1985		0			72
246	1985		0			72
250	1985		0			72
266	1985		0			72
268	1985		0			72
276	1985		0			72
288	1985		0			72
300	1985		0			72
320	1985		0			72
324	1985		0			72
332	1985		0			72
340	1985		0			72
344	1985		0			72
348	1985		0			72
356	1985		0			72
360	1985		0			72
364	1985		0			72
368	1985		0			72
372	1985		0			72
376	1985		0			72
380	1985		0			72
384	1985		0			72
388	1985		0			72
392	1985		0			72
398	1985		0			72
400	1985		0			72
404	1985		0			72
410	1985		0			72
414	1985		0			72
417	1985		0			72
418	1985		0			72
422	1985		0			72
428	1985		0			72
430	1985		0			72
434	1985		0			72
440	1985		0			72
450	1985		0			72
454	1985		0			72
458	1985		0			72
466	1985		0			72
478	1985		0			72
480	1985		0			72
484	1985		0			72
496	1985		0			72
498	1985		0			72
504	1985		0			72
508	1985		0			72
512	1985		0			72
516	1985		0			72
524	1985		0			72
528	1985		0			72
554	1985		0			72
558	1985		0			72
562	1985		0			72
566	1985		0			72
578	1985		0			72
586	1985		0			72
591	1985		0			72
598	1985		0			72
600	1985		0			72
604	1985		0			72
608	1985		0			72
616	1985		0			72
620	1985		0			72
634	1985		0			72
642	1985		0			72
643	1985		0			72
646	1985		0			72
682	1985		0			72
686	1985		0			72
688	1985		0			72
702	1985		0			72
703	1985		0			72
704	1985		0			72
705	1985		0			72
710	1985		0			72
716	1985		0			72
724	1985		0			72
729	1985		0			72
748	1985		0			72
752	1985		0			72
756	1985		0			72
762	1985		0			72
764	1985		0			72
768	1985		0			72
780	1985		0			72
784	1985		0			72
788	1985		0			72
792	1985		0			72
795	1985		0			72
800	1985		0			72
804	1985		0			72
807	1985		0			72
818	1985		0			72
826	1985		0			72
834	1985		0			72
840	1985		0			72
854	1985		0			72
858	1985		0			72
860	1985		0			72
862	1985		0			72
887	1985		0			72
894	1985		0			72
4	1986		0			72
8	1986		0			72
12	1986		0			72
24	1986		0			72
31	1986		0			72
32	1986		0			72
36	1986		0			72
40	1986		0			72
48	1986		0			72
50	1986		0			72
51	1986		0			72
56	1986		0			72
68	1986		0			72
70	1986		0			72
72	1986		0			72
76	1986		0			72
100	1986		0			72
104	1986		0			72
112	1986		0			72
116	1986		0			72
120	1986		0			72
124	1986		0			72
144	1986		0			72
148	1986		0			72
152	1986		0			72
156	1986		0			72
170	1986		0			72
178	1986		0			72
180	1986		0			72
188	1986		0			72
191	1986		0			72
192	1986		0			72
196	1986		0			72
203	1986		0			72
204	1986		0			72
208	1986		0			72
214	1986		0			72
218	1986		0			72
222	1986		0			72
226	1986		0			72
231	1986		0			72
233	1986		0			72
246	1986		0			72
250	1986		0			72
266	1986		0			72
268	1986		0			72
276	1986		0			72
288	1986		0			72
300	1986		0			72
320	1986		0			72
324	1986		0			72
332	1986		0			72
340	1986		0			72
344	1986		0			72
348	1986		0			72
356	1986		0			72
360	1986		0			72
364	1986		0			72
368	1986		0			72
372	1986		0			72
376	1986		0			72
380	1986		0			72
384	1986		0			72
388	1986		0			72
392	1986		0			72
398	1986		0			72
400	1986		0			72
404	1986		0			72
410	1986		0			72
414	1986		0			72
417	1986		0			72
418	1986		0			72
422	1986		0			72
428	1986		0			72
430	1986		0			72
434	1986		0			72
440	1986		0			72
450	1986		0			72
454	1986		0			72
458	1986		0			72
466	1986		0			72
478	1986		0			72
480	1986		0			72
484	1986		0			72
496	1986		0			72
498	1986		0			72
504	1986		0			72
508	1986		0			72
512	1986		0			72
516	1986		0			72
524	1986		0			72
528	1986		0			72
554	1986		0			72
558	1986		0			72
562	1986		0			72
566	1986		0			72
578	1986		0			72
586	1986		0			72
591	1986		0			72
598	1986		0			72
600	1986		0			72
604	1986		0			72
608	1986		0			72
616	1986		0			72
620	1986		0			72
634	1986		0			72
642	1986		0			72
643	1986		0			72
646	1986		0			72
682	1986		0			72
686	1986		0			72
688	1986		0			72
702	1986		0			72
703	1986		0			72
704	1986		0			72
705	1986		0			72
710	1986		0			72
716	1986		0			72
724	1986		0			72
729	1986		0			72
748	1986		0			72
752	1986		0			72
756	1986		0			72
762	1986		0			72
764	1986		0			72
768	1986		0			72
780	1986		0			72
784	1986		0			72
788	1986		0			72
792	1986		0			72
795	1986		0			72
800	1986		0			72
804	1986		0			72
807	1986		0			72
818	1986		0			72
826	1986		0			72
834	1986		0			72
840	1986		0			72
854	1986		0			72
858	1986		0			72
860	1986		0			72
862	1986		0			72
887	1986		0			72
894	1986		0			72
4	1987		0			72
8	1987		0			72
12	1987		0			72
24	1987		0			72
31	1987		0			72
32	1987		0			72
36	1987		0			72
40	1987		0			72
48	1987		0			72
50	1987		0			72
51	1987		0			72
56	1987		0			72
68	1987		0			72
70	1987		0			72
72	1987		0			72
76	1987		0			72
100	1987		0			72
104	1987		0			72
112	1987		0			72
116	1987		0			72
120	1987		0			72
124	1987		0			72
144	1987		0			72
148	1987		0			72
152	1987		0			72
156	1987		0			72
170	1987		0			72
178	1987		0			72
180	1987		0			72
188	1987		0			72
191	1987		0			72
192	1987		0			72
196	1987		0			72
203	1987		0			72
204	1987		0			72
208	1987		0			72
214	1987		0			72
218	1987		0			72
222	1987		0			72
226	1987		0			72
231	1987		0			72
233	1987		0			72
246	1987		0			72
250	1987		0			72
266	1987		0			72
268	1987		0			72
276	1987		0			72
288	1987		0			72
300	1987		0			72
320	1987		0			72
324	1987		0			72
332	1987		0			72
340	1987		0			72
344	1987		0			72
348	1987		0			72
356	1987		0			72
360	1987		0			72
364	1987		0			72
368	1987		0			72
372	1987		0			72
376	1987		0			72
380	1987		0			72
384	1987		0			72
388	1987		0			72
392	1987		0			72
398	1987		0			72
400	1987		0			72
404	1987		0			72
410	1987		0			72
414	1987		0			72
417	1987		0			72
418	1987		0			72
422	1987		0			72
428	1987		0			72
430	1987		0			72
434	1987		0			72
440	1987		0			72
450	1987		0			72
454	1987		0			72
458	1987		0			72
466	1987		0			72
478	1987		0			72
480	1987		0			72
484	1987		0			72
496	1987		0			72
498	1987		0			72
504	1987		0			72
508	1987		0			72
512	1987		0			72
516	1987		0			72
524	1987		0			72
528	1987		0			72
554	1987		0			72
558	1987		0			72
562	1987		0			72
566	1987		0			72
578	1987		0			72
586	1987		0			72
591	1987		0			72
598	1987		0			72
600	1987		0			72
604	1987		0			72
608	1987		0			72
616	1987		0			72
620	1987		0			72
634	1987		0			72
642	1987		0			72
643	1987		0			72
646	1987		0			72
682	1987		0			72
686	1987		0			72
688	1987		0			72
702	1987		0			72
703	1987		0			72
704	1987		0			72
705	1987		0			72
710	1987		0			72
716	1987		0			72
724	1987		0			72
729	1987		0			72
748	1987		0			72
752	1987		0			72
756	1987		0			72
762	1987		0			72
764	1987		0			72
768	1987		0			72
780	1987		0			72
784	1987		0			72
788	1987		0			72
792	1987		0			72
795	1987		0			72
800	1987		0			72
804	1987		0			72
807	1987		0			72
818	1987		0			72
826	1987		0			72
834	1987		0			72
840	1987		0			72
854	1987		0			72
858	1987		0			72
860	1987		0			72
862	1987		0			72
887	1987		0			72
894	1987		0			72
4	1988		0			72
8	1988		0			72
12	1988		0			72
24	1988		0			72
31	1988		0			72
32	1988		0			72
36	1988		0			72
40	1988		0			72
48	1988		0			72
50	1988		0			72
51	1988		0			72
56	1988		0			72
68	1988		0			72
70	1988		0			72
72	1988		0			72
76	1988		0			72
100	1988		0			72
104	1988		0			72
112	1988		0			72
116	1988		0			72
120	1988		0			72
124	1988		0			72
144	1988		0			72
148	1988		0			72
152	1988		0			72
156	1988		0			72
170	1988		0			72
178	1988		0			72
180	1988		0			72
188	1988		0			72
191	1988		0			72
192	1988		0			72
196	1988		0			72
203	1988		0			72
204	1988		0			72
208	1988		0			72
214	1988		0			72
218	1988		0			72
222	1988		0			72
226	1988		0			72
231	1988		0			72
233	1988		0			72
246	1988		0			72
250	1988		0			72
266	1988		0			72
268	1988		0			72
276	1988		0			72
288	1988		0			72
300	1988		0			72
320	1988		0			72
324	1988		0			72
332	1988		0			72
340	1988		0			72
344	1988		0			72
348	1988		0			72
356	1988		0			72
360	1988		0			72
364	1988		0			72
368	1988		0			72
372	1988		0			72
376	1988		0			72
380	1988		0			72
384	1988		0			72
388	1988		0			72
392	1988		0			72
398	1988		0			72
400	1988		0			72
404	1988		0			72
410	1988		0			72
414	1988		0			72
417	1988		0			72
418	1988		0			72
422	1988		0			72
428	1988		0			72
430	1988		0			72
434	1988		0			72
440	1988		0			72
450	1988		0			72
454	1988		0			72
458	1988		0			72
466	1988		0			72
478	1988		0			72
480	1988		0			72
484	1988		0			72
496	1988		0			72
498	1988		0			72
504	1988		0			72
508	1988		0			72
512	1988		0			72
516	1988		0			72
524	1988		0			72
528	1988		0			72
554	1988		0			72
558	1988		0			72
562	1988		0			72
566	1988		0			72
578	1988		0			72
586	1988		0			72
591	1988		0			72
598	1988		0			72
600	1988		0			72
604	1988		0			72
608	1988		0			72
616	1988		0			72
620	1988		0			72
634	1988		0			72
642	1988		0			72
643	1988		0			72
646	1988		0			72
682	1988		0			72
686	1988		0			72
688	1988		0			72
702	1988		0			72
703	1988		0			72
704	1988		0			72
705	1988		0			72
710	1988		0			72
716	1988		0			72
724	1988		0			72
729	1988		0			72
748	1988		0			72
752	1988		0			72
756	1988		0			72
762	1988		0			72
764	1988		0			72
768	1988		0			72
780	1988		0			72
784	1988		0			72
788	1988		0			72
792	1988		0			72
795	1988		0			72
800	1988		0			72
804	1988		0			72
807	1988		0			72
818	1988		0			72
826	1988		0			72
834	1988		0			72
840	1988		0			72
854	1988		0			72
858	1988		0			72
860	1988		0			72
862	1988		0			72
887	1988		0			72
894	1988		0			72
4	1989		0			72
8	1989		0			72
12	1989		0			72
24	1989		0			72
31	1989		0			72
32	1989		0			72
36	1989		0			72
40	1989		0			72
48	1989		0			72
50	1989		0			72
51	1989		0			72
56	1989		0			72
68	1989		0			72
70	1989		0			72
72	1989		0			72
76	1989		0			72
100	1989		0			72
104	1989		0			72
112	1989		0			72
116	1989		0			72
120	1989		0			72
124	1989		0			72
144	1989		0			72
148	1989		0			72
152	1989		0			72
156	1989		0			72
170	1989		0			72
178	1989		0			72
180	1989		0			72
188	1989		0			72
191	1989		0			72
192	1989		0			72
196	1989		0			72
203	1989		0			72
204	1989		0			72
208	1989		0			72
214	1989		0			72
218	1989		0			72
222	1989		0			72
226	1989		0			72
231	1989		0			72
233	1989		0			72
246	1989		0			72
250	1989		0			72
266	1989		0			72
268	1989		0			72
276	1989		0			72
288	1989		0			72
300	1989		0			72
320	1989		0			72
324	1989		0			72
332	1989		0			72
340	1989		0			72
344	1989		0			72
348	1989		0			72
356	1989		0			72
360	1989		0			72
364	1989		0			72
368	1989		0			72
372	1989		0			72
376	1989		0			72
380	1989		0			72
384	1989		0			72
388	1989		0			72
392	1989		0			72
398	1989		0			72
400	1989		0			72
404	1989		0			72
410	1989		0			72
414	1989		0			72
417	1989		0			72
418	1989		0			72
422	1989		0			72
428	1989		0			72
430	1989		0			72
434	1989		0			72
440	1989		0			72
450	1989		0			72
454	1989		0			72
458	1989		0			72
466	1989		0			72
478	1989		0			72
480	1989		0			72
484	1989		0			72
496	1989		0			72
498	1989		0			72
504	1989		0			72
508	1989		0			72
512	1989		0			72
516	1989		0			72
524	1989		0			72
528	1989		0			72
554	1989		0			72
558	1989		0			72
562	1989		0			72
566	1989		0			72
578	1989		0			72
586	1989		0			72
591	1989		0			72
598	1989		0			72
600	1989		0			72
604	1989		0			72
608	1989		0			72
616	1989		0			72
620	1989		0			72
634	1989		0			72
642	1989		0			72
643	1989		0			72
646	1989		0			72
682	1989		0			72
686	1989		0			72
688	1989		0			72
702	1989		0			72
703	1989		0			72
704	1989		0			72
705	1989		0			72
710	1989		0			72
716	1989		0			72
724	1989		0			72
729	1989		0			72
748	1989		0			72
752	1989		0			72
756	1989		0			72
762	1989		0			72
764	1989		0			72
768	1989		0			72
780	1989		0			72
784	1989		0			72
788	1989		0			72
792	1989		0			72
795	1989		0			72
800	1989		0			72
804	1989		0			72
807	1989		0			72
818	1989		0			72
826	1989		0			72
834	1989		0			72
840	1989		0			72
854	1989		0			72
858	1989		0			72
860	1989		0			72
862	1989		0			72
887	1989		0			72
894	1989		0			72
4	1990		0			72
8	1990		0			72
12	1990		0			72
24	1990		0			72
31	1990		0			72
32	1990		0			72
36	1990		0			72
40	1990		0			72
48	1990		0			72
50	1990		0			72
51	1990		0			72
56	1990		0			72
68	1990		0			72
70	1990		0			72
72	1990		0			72
76	1990		0			72
100	1990		0			72
104	1990		0			72
112	1990		0			72
116	1990		0			72
120	1990		0			72
124	1990		0			72
144	1990		0			72
148	1990		0			72
152	1990		0			72
156	1990		0			72
170	1990		0			72
178	1990		0			72
180	1990		0			72
188	1990		0			72
191	1990		0			72
192	1990		0			72
196	1990		0			72
203	1990		0			72
204	1990		0			72
208	1990		0			72
214	1990		0			72
218	1990		0			72
222	1990		0			72
226	1990		0			72
231	1990		0			72
233	1990		0			72
246	1990		0			72
250	1990		0			72
266	1990		0			72
268	1990		0			72
276	1990		0			72
288	1990		0			72
300	1990		0			72
320	1990		0			72
324	1990		0			72
332	1990		0			72
340	1990		0			72
344	1990		0			72
348	1990		0			72
356	1990		0			72
360	1990		0			72
364	1990		0			72
368	1990		0			72
372	1990		0			72
376	1990		0			72
380	1990		0			72
384	1990		0			72
388	1990		0			72
392	1990		0			72
398	1990		0			72
400	1990		0			72
404	1990		0			72
410	1990		0			72
414	1990		0			72
417	1990		0			72
418	1990		0			72
422	1990		0			72
428	1990		0			72
430	1990		0			72
434	1990		0			72
440	1990		0			72
450	1990		0			72
454	1990		0			72
458	1990		0			72
466	1990		0			72
478	1990		0			72
480	1990		0			72
484	1990		0			72
496	1990		0			72
498	1990		0			72
504	1990		0			72
508	1990		0			72
512	1990		0			72
516	1990		0			72
524	1990		0			72
528	1990		0			72
554	1990		0			72
558	1990		0			72
562	1990		0			72
566	1990		0			72
578	1990		0			72
586	1990		0			72
591	1990		0			72
598	1990		0			72
600	1990		0			72
604	1990		0			72
608	1990		0			72
616	1990		0			72
620	1990		0			72
